"ensembl_gene_id" "chromosome_name" "start_position" "end_position" "strand" "chromosome_name.1" "start_position.1" "end_position.1" "strand.1"
"AALB001548" "e4" 132292787 6755 -1 "e4" 33911895 11541 1
"AALB001837" "e4" 126854972 880 -1 "e4" 50462314 1931 1
"AALB000078" "e4" 122487334 3047 1 "e4" 36058068 16508 1
"AALB007856" "e4" 98052608 742 -1 "e4" 58230829 2806 1
"AALB001091" "e4" 103988058 983 -1 "e4" 36705959 1004 1
"AALB001430" "e4" 133758889 12451 -1 "e4" 34940632 13585 1
"AALB000597" "e4" 112262436 1143 1 "e4" 22432714 1393 1
"AALB000049" "e4" 123030115 2001 -1 "e4" 50911326 12144 1
"AALB007478" "e5" 168373686 37879 -1 "e4" 60702031 46107 -1
"AALB014160" "e4" 131388456 1346 -1 "e4" 17666135 1370 1
"AALB000178" "e4" 120215631 2057 1 "e4" 23705432 2220 1
"AALB015489" "e4" 109852054 22300 1 "e4" 36266805 6611 1
"AALB003693" "e5" 170262430 2493 1 "e4" 60993451 10679 1
"AALB000187" "e4" 119810170 2565 1 "e4" 23284557 2909 1
"AALB001587" "e4" 131561839 5957 1 "e4" 46975714 9847 1
"AALB001749" "e4" 128022307 1793 1 "e4" 20386164 1775 1
"AALB000166" "e4" 120454949 11134 -1 "e4" 23971209 5943 -1
"AALB015785" "e4" 125488068 1122 -1 "e4" 22148428 1263 1
"AALB001504" "e4" 132803592 3394 -1 "e4" 40034568 4446 -1
"AALB000668" "e4" 111397750 3925 1 "e4" 40554998 5238 1
"AALB001055" "e4" 104548292 911 -1 "e4" 39210894 1028 1
"AALB000335" "e4" 117475652 5019 1 "e4" 51413233 8914 -1
"AALB000706" "e4" 110710747 2676 1 "e4" 51971310 4887 -1
"AALB001945" "e4" 124887810 3293 -1 "e4" 22029699 3170 1
"AALB000847" "e4" 108530670 1590 -1 "e4" 50780567 1776 -1
"AALB000945" "e4" 106929263 2507 -1 "e4" 37728691 2525 -1
"AALB000854" "e4" 108463163 1769 -1 "e4" 34745698 3024 1
"AALB001872" "e4" 126154030 802 -1 "e4" 54396058 2871 -1
"AALB000894" "e4" 107937287 7393 -1 "e4" 47000516 8258 -1
"AALB001317" "e4" 135235427 6937 -1 "e4" 39448137 16147 1
"AALB001114" "e4" 103382692 1809 -1 "e4" 37196188 1965 -1
"AALB007839" "e4" 97729614 2196 1 "e4" 57209708 2320 1
"AALB000328" "e4" 117581074 1506 -1 "e4" 51305392 2346 1
"AALB007980" "e4" 99717264 9617 1 "e4" 33765786 11944 1
"AALB000686" "e4" 110973306 3031 1 "e4" 33706447 6258 -1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB001881" "e4" 126070819 845 1 "e4" 24830004 7901 1
"AALB000985" "e4" 106049284 8719 1 "e4" 39667958 15072 -1
"AALB001713" "e4" 128289787 3826 -1 "e4" 42408988 9763 1
"AALB007850" "e4" 97960209 2436 1 "e4" 58064667 2256 1
"AALB000995" "e4" 105891483 1921 1 "e4" 26281753 2066 -1
"AALB001896" "e4" 125775626 6317 -1 "e4" 53942954 18896 -1
"AALB007889" "e4" 98537533 752 -1 "e4" 59083527 1144 1
"AALB000023" "e4" 123284952 11000 1 "e4" 52774620 16635 -1
"AALB001698" "e4" 128690797 1112 -1 "e4" 41979744 1164 1
"AALB001757" "e4" 127869757 1837 1 "e4" 20217897 6428 1
"AALB001883" "e4" 126056331 4123 1 "e4" 54276260 5556 1
"AALB001883" "e4" 126056331 4123 1 "e4" 54282106 11157 1
"AALB000899" "e4" 107885118 20697 1 "e4" 47339484 17340 1
"AALB001335" "e4" 134798954 8113 1 "e4" 17007101 19034 1
"AALB001879" "e4" 126082381 1743 -1 "e4" 54298154 8163 -1
"AALB001544" "e4" 132359794 6986 1 "e4" 24954640 39079 1
"AALB000837" "e4" 108621690 973 1 "e4" 50883121 1667 1
"AALB001330" "e4" 134976557 3326 1 "e4" 17214802 2186 1
"AALB000357" "e4" 117162286 6980 1 "e4" 24926269 7108 1
"AALB007499" "e5" 168211005 1745 1 "e4" 60193141 3725 -1
"AALB001568" "e4" 131721377 1829 -1 "e4" 27683544 2180 1
"AALB000007" "e4" 123665648 2109 -1 "e4" 34601182 2797 -1
"AALB001997" "e4" 124298024 10436 -1 "e4" 22059725 2264 -1
"AALB001824" "e4" 126933282 658 1 "e4" 50373024 6534 -1
"AALB007842" "e4" 97793058 6377 -1 "e4" 57747609 4345 -1
"AALB001072" "e4" 104315794 2632 -1 "e4" 30664378 910 -1
"AALB000796" "e4" 109286142 5954 1 "e4" 28420202 9223 1
"AALB001668" "e4" 129617736 683 1 "e4" 41022119 710 -1
"AALB001744" "e4" 128051743 1557 -1 "e4" 20417474 2194 -1
"AALB001731" "e4" 128131142 3072 -1 "e4" 37847661 5152 1
"AALB001762" "e4" 127795825 405 -1 "e4" 20135788 1140 -1
"AALB000099" "e4" 122037123 1620 -1 "e4" 28944018 4420 1
"AALB001393" "e4" 134309638 9192 -1 "e4" 16286283 4508 1
"AALB000881" "e4" 108201724 9032 1 "e4" 55487702 60414 1
"AALB000881" "e4" 108201724 9032 1 "e4" 55487702 60414 1
"AALB015843" "e4" 98053771 633 1 "e4" 58234053 698 1
"AALB001924" "e4" 125405778 4391 1 "e4" 31399899 1625 1
"AALB001949" "e4" 124869242 2888 -1 "e4" 19884505 11386 1
"AALB000508" "e4" 114443223 418 1 "e4" 53127641 17070 1
"AALB001831" "e4" 126885355 1309 -1 "e4" 50458329 1381 -1
"AALB001077" "e4" 104175742 14531 1 "e4" 55847760 26621 -1
"AALB001147" "e4" 102789765 724 -1 "e4" 20993871 657 1
"AALB001967" "e4" 124654364 836 -1 "e4" 50600660 1199 -1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB007928" "e4" 98954675 2210 -1 "e4" 56597654 282 1
"AALB000292" "e4" 118216552 2664 1 "e4" 21392412 15380 -1
"AALB001986" "e4" 124408110 4985 -1 "e4" 53593845 4667 1
"AALB015787" "e4" 125490373 1318 -1 "e4" 53611095 1487 -1
"AALB000744" "e4" 110173550 7137 1 "e4" 50757670 7843 1
"AALB000362" "e4" 116949406 7818 -1 "e4" 49248292 8353 1
"AALB001724" "e4" 128165053 16327 1 "e4" 37797432 5618 -1
"AALB000753" "e4" 110014602 6361 1 "e4" 36462863 37464 1
"AALB000991" "e4" 105899816 24314 1 "e4" 39836566 16293 -1
"AALB000360" "e4" 117069882 1348 1 "e4" 49108286 27373 -1
"AALB014159" "e4" 131390347 659 1 "e4" 17664670 1201 -1
"AALB001302" "e4" 135495802 1937 1 "e4" 24589134 2352 -1
"AALB000337" "e4" 117445830 714 -1 "e4" 51457737 826 1
"AALB000243" "e4" 119054100 1963 1 "e4" 47729955 2027 -1
"AALB000474" "e4" 114927144 15815 1 "e4" 49595521 7019 -1
"AALB001164" "e4" 102662934 2261 -1 "e4" 48902569 4890 -1
"AALB000421" "e4" 115869935 4706 1 "e4" 19871784 3128 1
"AALB000013" "e4" 123342220 11550 1 "e4" 34294101 723 1
"AALB000013" "e4" 123342220 11550 1 "e4" 34294101 723 1
"AALB000013" "e4" 123342220 11550 1 "e4" 34294101 723 1
"AALB001169" "e4" 102596668 5042 -1 "e4" 38135089 1058 1
"AALB001983" "e4" 124424798 2261 -1 "e4" 53579171 1266 1
"AALB000573" "e4" 112855043 8065 -1 "e4" 43390659 6020 1
